matrix,row,col
Ltilde,95,80
I,J,V
7.0,1.0,-0.7998317260302266
44.0,1.0,-1.2713671885659097
52.0,1.0,-1.2809057546808904
66.0,1.0,-0.8518492425805186
92.0,1.0,0.05468668371062502
22.0,2.0,-1.169635029349251
29.0,2.0,-0.2955518874257001
65.0,2.0,0.15649222635355192
4.0,3.0,-1.8054946033995247
47.0,3.0,-0.29779586863197605
79.0,3.0,-0.45251413677030866
9.0,4.0,-0.01003705384824079
42.0,4.0,-1.7342177664927843
66.0,4.0,-0.399452918026066
4.0,5.0,-0.627484036569929
25.0,5.0,-0.8735582800554238
65.0,5.0,-0.5214859901146244
89.0,5.0,-0.398470615920317
12.0,6.0,-0.28408334149790776
17.0,6.0,-1.1744832765749853
27.0,6.0,-0.3246178188812904
32.0,6.0,-0.9983221177593956
4.0,7.0,-0.7051541401110696
43.0,7.0,-0.34496016744887503
65.0,7.0,0.11505879944968925
66.0,7.0,-0.6557586325160613
92.0,7.0,0.14681189492737645
14.0,8.0,-0.08872915660970676
28.0,8.0,-2.3949066336410954
30.0,8.0,-3.327075138833504e-17
22.0,9.0,-1.1261287787424232
52.0,9.0,-0.27085941841313405
66.0,9.0,-2.425765887776825e-18
91.0,9.0,-1.699706868141932
30.0,11.0,2.47722654447447e-35
35.0,11.0,-0.2691436736499729
56.0,11.0,-1.8426816153787289
67.0,11.0,-2.2384527748140568e-17
84.0,11.0,-0.4324245891979062
55.0,12.0,-0.43246141334585236
28.0,13.0,-0.9494453454243397
42.0,13.0,-1.0771593397361732
65.0,13.0,0.370511672853734
67.0,13.0,2.7224592761658997e-17
67.0,14.0,-1.496292826008691e-16
50.0,15.0,-0.5151603957826767
43.0,16.0,-1.0106784294534943
66.0,16.0,-0.7139131212729422
67.0,16.0,-3.9097773093959467e-17
4.0,17.0,-0.3055708264531995
7.0,17.0,-0.920000413792393
14.0,17.0,-0.7134289572723429
35.0,17.0,-0.02714126328395713
89.0,17.0,-1.2566939235682213e-16
92.0,17.0,0.162433846189165
42.0,18.0,-1.1518121227835043
50.0,18.0,-1.0601374384573443
66.0,18.0,-1.0102589659496335
82.0,18.0,-0.19463504825045833
52.0,19.0,-0.7412996635957705
56.0,19.0,-0.8203023404063442
66.0,19.0,-0.5058685904583664
67.0,19.0,-6.351573038155397e-16
69.0,19.0,-0.1935879024792918
73.0,19.0,-0.8016827855009063
89.0,19.0,-2.0335676175996666e-16
28.0,20.0,-1.1318967936170474
32.0,20.0,-1.1492378393133202
55.0,20.0,-0.8258339822028647
66.0,20.0,0.8890773715859613
24.0,21.0,-0.9807496421047995
28.0,21.0,-3.5278902765991984
29.0,21.0,-1.2428642087157555
64.0,21.0,-0.4835331748888949
91.0,21.0,-1.5079118796617184
92.0,21.0,0.05468668371062502
